pair_ID	relatedness_score	entailment_judgment
6	3.25844908252	NEUTRAL
7	2.73302763732	NEUTRAL
8	2.70527219646	NEUTRAL
10	4.56707217691	ENTAILMENT
11	4.08628124991	NEUTRAL
13	3.60882994499	NEUTRAL
15	2.28770677699	NEUTRAL
16	2.2205582432	NEUTRAL
17	1.99055483853	NEUTRAL
19	4.44386860347	ENTAILMENT
20	3.54331681163	CONTRADICTION
21	4.7060877472	ENTAILMENT
22	4.63516738066	ENTAILMENT
23	4.04243778143	CONTRADICTION
27	2.92806805984	NEUTRAL
29	3.23680960157	NEUTRAL
31	3.58228642036	CONTRADICTION
32	4.7050650427	ENTAILMENT
33	4.29835985812	ENTAILMENT
34	4.00161657028	NEUTRAL
36	2.42926365381	NEUTRAL
37	3.32393926765	NEUTRAL
38	3.4845760035	NEUTRAL
39	3.39269204919	NEUTRAL
41	4.2009362583	ENTAILMENT
43	4.40271368485	ENTAILMENT
46	2.90393421759	NEUTRAL
48	3.5770438495	ENTAILMENT
50	3.16841765715	NEUTRAL
51	3.1531216185	NEUTRAL
52	4.6203942392	ENTAILMENT
53	3.71931754587	NEUTRAL
54	4.29757527393	NEUTRAL
57	3.17580684423	NEUTRAL
59	3.74101222667	NEUTRAL
60	3.1773624379	NEUTRAL
61	3.13868121348	NEUTRAL
63	4.10887982842	ENTAILMENT
64	3.70331753462	CONTRADICTION
66	4.07516035983	NEUTRAL
67	3.55038402541	CONTRADICTION
68	2.9882531626	NEUTRAL
69	3.11617849894	CONTRADICTION
71	3.10527814302	CONTRADICTION
74	4.4271477282	ENTAILMENT
75	3.73585678119	NEUTRAL
76	4.2789298131	NEUTRAL
80	2.62761839232	NEUTRAL
86	3.21839115326	NEUTRAL
89	4.32997348878	ENTAILMENT
92	2.37384582471	NEUTRAL
95	2.68901600615	NEUTRAL
96	2.87103117268	NEUTRAL
101	4.28095659261	ENTAILMENT
102	3.84330482763	ENTAILMENT
103	3.9239809211	ENTAILMENT
104	3.66420264257	NEUTRAL
106	3.8881996321	ENTAILMENT
108	4.10038279731	ENTAILMENT
109	3.19463953873	NEUTRAL
110	4.2441798462	NEUTRAL
111	4.23882577067	NEUTRAL
114	2.87346218303	NEUTRAL
115	2.73191558625	NEUTRAL
118	4.51152470165	ENTAILMENT
121	4.5505807642	ENTAILMENT
123	2.9961863429	NEUTRAL
125	2.88507259541	NEUTRAL
128	2.90921473032	NEUTRAL
132	3.69637567889	CONTRADICTION
134	4.03230973805	ENTAILMENT
135	3.33875930346	NEUTRAL
137	3.23681868266	NEUTRAL
138	2.47013220712	NEUTRAL
142	4.58139080013	ENTAILMENT
143	3.50347026581	CONTRADICTION
144	1.99877429715	NEUTRAL
145	1.90467784993	NEUTRAL
147	2.11116277259	NEUTRAL
149	3.60283505671	NEUTRAL
151	4.61195583353	ENTAILMENT
152	3.58253797484	CONTRADICTION
153	4.35939159339	ENTAILMENT
154	3.53783126084	CONTRADICTION
155	3.37202027337	NEUTRAL
156	3.8667446579	CONTRADICTION
157	4.55692414594	ENTAILMENT
158	4.27828044216	ENTAILMENT
160	3.55291427757	NEUTRAL
162	2.82252159774	NEUTRAL
165	2.7030560885	NEUTRAL
166	2.74440341445	NEUTRAL
167	4.51396230423	ENTAILMENT
168	3.72504254658	NEUTRAL
169	4.71962339502	ENTAILMENT
171	4.61359454558	ENTAILMENT
172	4.42796734992	ENTAILMENT
174	4.20983150707	ENTAILMENT
175	4.5410292538	ENTAILMENT
177	4.22081780506	ENTAILMENT
178	4.27020517679	ENTAILMENT
179	3.76788765095	NEUTRAL
180	4.3919757067	NEUTRAL
181	4.10862175603	ENTAILMENT
182	3.92730061922	NEUTRAL
187	3.71913261606	NEUTRAL
189	3.44335628437	NEUTRAL
190	3.41798166319	NEUTRAL
191	3.66677791352	NEUTRAL
193	4.3633622886	ENTAILMENT
195	4.18159875162	NEUTRAL
196	3.25145243369	CONTRADICTION
198	3.6928519253	NEUTRAL
199	3.98085373921	NEUTRAL
203	3.98588638533	NEUTRAL
204	3.48924174096	NEUTRAL
206	3.99982971643	NEUTRAL
207	3.77056815126	NEUTRAL
208	4.1071405045	ENTAILMENT
209	4.05116791491	ENTAILMENT
210	3.25730772827	CONTRADICTION
212	3.4607000644	NEUTRAL
213	2.52443278565	NEUTRAL
